project android/
eb355c2b83c  qqzhou               Download: Add support to manually pause/resume download
0c93eee6e62  Utkarsh Gupta        SystemUI: Add visualizer feature
09fd1572229  beanstown106         SystemUI: Allow to enable Lockscreen Media Art [1/3]
fde1e808d60  Adrian DC            frameworks/base: Lights notifications brightness support
be44d03f602  Sam Mortimer         frameworks/base: Battery and Notification Lights
44523219e1f  Roman Birg           SystemUI: Add Profiles tile
8f6faf7913b  eray orçunus         SystemUI: Enable and fix QS detail view, adapt layout to 11
f3bd1ca4bae  Linux4               SystemUI: Add powershare QS tile
18e0333f15c  Marko Man            SystemUI: Add AOD QS tile
f2b6cd55bce  Danny Baumann        SystemUI: Add VPN tile
2a6a124d6f4  Joey                 SystemUI: Add reading mode tile
610a47170e3  Steve Kondik         SystemUI: Add LiveDisplay tile
57798a02c7b  BestPig              SystemUI: Add USB Tether tile
f14eb0110e1  Adnan Begovic        SystemUI: Add AmbientDisplay tile
124b386fe1d  stofstik             SystemUI: Add tile to show volume panel
3f61bfdadb7  Altaf-Mahdi          SystemUI: Add Sync tile
3bbffcc9aa5  Michael Bestas       SystemUI: Add heads up tile
deb2e5fe1e1  Keith Mok            SystemUI: Add caffeine QS tile
57878bd6d10  Tim Schumacher       SystemUI: Enable NFC tile
22fbce6a020  LuK1337              SystemUI: Fix up right clock handling when showing heads up
a8cf4847a87  Danny Baumann        Allow adjusting screen density to smaller sizes.
04cffc509fd  Adnan Begovic        frameworks: Add unlinked ringtone and notification volumes
ee6ef556e1f  Arne Coucheron       SystemUI: Only add GarbageMonitor tile to default tiles on ENG builds
f6b7b1a586b  a.derendyaev         SystemUI: runtime configurable audio panel location
a3ed532f693  Jesse Chan           Implement quick QS brightness slider [1/3]
a36be173024  Alberto97            SystemUI: Port statusbar brightness control
ac97928dfa5  Alberto97            SystemUI: Port brightness slider changes
c66b2c99c61  guofei.xue           Use the try catch to deal with the StaleDataException.
2d820b23287  guofei.xue           When the mUri is null,it will happen NullPointerException.
96d48d11a94  wan.li               Ringtone uri should add type query
2fe1100e409  Michael W            SystemUI: Make clock truly invisible
3a5656b278e  Chetan Gurjar        Correction in logic of roundend size calculation of SD card
9695d600aa8  Luca Stefani         SystemUI: Bring back good ol' circle battery style
29065ba64e3  Michael Bestas       SystemUI: Add tunables for clock AM/PM style
cd4ab712282  Luca Stefani         SystemUI: Add tunables for clock position
c0e4a2f8872  Adnan                Keyguard: Add option to scramble pin layout when unlocking (2/2).
237d6a5afc9  Danny Baumann        Support enforcing a minimum delay between notification sounds of an app.
279dd4a2c18  Han Wang             SystemUI: Disable heads up debugging on non eng builds
72591e62168  Sam Mortimer         SystemUI: Network Traffic [1/3]
6e09f20737e  Sam Mortimer         SystemUI: Add Lineage statusbar item holder
2e081ab79d1  Jesse Chan           Add an option to force pre-O apps to use full screen aspect ratio
f07940e7dd9  Roman Birg           SystemUI: handle camera launch gesture from keyhandler
25fb536f771  Danesh M             Move high touch sensitivity and hovering to InputService
446ecf54df0  Jon Evans            PowerManagerService: Wake on plug (1/2)
94ec0db8add  Rashed Abdel-Tawab   SystemUI: Add double tap to sleep gesture
5c2ce493e58  Roman Birg           SystemUI: Add quick settings pull down with one finger
fd836582190  HazouPH              Camera button support
d2ad3baf3d1  Roman Birg           SystemUI: add left and right virtual buttons while typing
561f8745a29  LuK1337              SystemUI: Add navbar layout inversion tuning
0f2af9cbf0b  Bruno Martins        Add support for runtime toggle of navbar
5b5cb7e31dd  Bruno Martins        PowerManager: Add proximity check on wake
0f6ae09dc46  Joey                 base: add Trust usb restrictor
b3ee221e273  Pierre-Hugues Husson Fix other lights when backlight uses SurfaceController API
64b76d4df44  Corinna Vinschen     PowerManager: Allow to distinguish different keypresses
a12a16fe276  Anas Karbila         PowerManagerService: Allow to light up buttons only when pressed
4b6041b0165  Ricardo Cerqueira    fw/b: Button backlight brightness
52b34ac6b66  nadlabak             Forward port 'Swap volume buttons' (1/3)
6719f97392f  ezio84               PhoneWindowManager: Allow torch and track skip during ambient display
89acede2b77  Sam Mortimer         fw/b: Allow customisation of navbar app switch long press action
e7631b8b51d  Oleksandr Byelkin    PhoneWindowManager: Implement press home to answer call
bd0d29f4e4c  martincz             PhoneWindowManager: Tap volume buttons to answer call
f271dd50dfb  LuK1337              Reimplement device hardware wake keys support
ed8835305a8  Phil Tunstall        Reimplement hardware keys custom rebinding
9cc078b34e3  beanstown106         Long-press power while display is off for torch
5efbbb8e767  Simon Shields        PhoneWindowManager: add LineageButtons volumekey hook
6d3ca2d0c54  Konsta               Framework: Volume key cursor control
05b71378d44  jrior001             Allow lid to send a generic COVER_CHANGED broadcast
15f0f99a2cf  codeworkx            FingerprintService: Prevent cleanup of unused fingerprints
c169ce003ae  LuK1337              biometrics: Allow posting reset runnable for all clients
ca30f8b949f  Ícaro Hoff           fingerprint: handle PerformanceStats NULL pointers
42ac4234491  Gabriele M           SystemUI: Dismiss keyguard on boot if disabled by current profile
ef1ecd37c18  LuK1337              SystemUI: Show bluetooth battery level when available
79c6df89513  Jesse Chan           SystemUI: support black theme for dark mode [1/4]
2953a7c3da9  LuK1337              Squashed import of adb root patches
0460db5d186  Rashed Abdel-Tawab   SystemUI: Allow using tuner API for LineageSettings
bdac799cf37  Rashed Abdel-Tawab   SystemUI: Bringup tuner navbar and statusbar changes
98e96e458e2  dhacker29            fw/b: Use ro.build.date to signal OTA upgrades
6e1f0df191c  ezio84               Screenshot: Append app name to filename
d7cccbe9173  LuK1337              webkit: SystemImpl: Make systemIsDebuggable() check IS_ENG as well
7c18b194b81  dianlujitao          Enable Binder Proxy Tracking by Uid only on eng builds
7b6291088d6  Bruno Martins        Disable notification channel warnings by default
2a58013c80a  Vignesh Kulothungan  WiredAccessoryManager: support for multiple display ports
2958c7acc4e  Dhananjay Kumar      audio: update WiredAccessoryManager to use ExtconUEventObserver based on events available
f2e95566aa5  Haynes Mathew George WiredAccessoryManager: Support for multiple extconn devices
e842bc61d31  Aalique Grahame      WiredAccessoryManager: update extcon file paths
0bdfc1caa0b  Revathi Uddaraju     WiredAccessoryManager: Add support for DisplayPort Audio
408d334b9dc  Adnan Begovic        SystemUI: Add support for persistent usb drive notification.
f5b7346c4c5  LuK1337              SystemUI: Allow snoozing SD card notification unconditionally
7a53163e48f  LuK1337              SystemUI: Sync sw600dp and sw600dp-port notification_panel_width
19e01dc6697  sangho.yoon          Fix bug Device that can't support adoptable storage cannot read the sdcard.
8f64852edf5  Luca Stefani         UpdateEngine: Add perf mode binder interface
7aaeab8e46f  Dan Pasanen          SystemUI: Fix toggling lockscreen rotation [1/3]
f854f4fbbab  Ricardo Cerqueira    Configurable 0, 90, 180 and 270 degree rotation
92df5020c8d  Bruno Martins        Support for device specific key handlers
2e2b0b6c2cd  d34d                 SettingsProvider: Allow accessing LineageSettings via settings command
18063ede913  Sam Mortimer         SystemUI: Add lineage-sdk dep
5b401f935b3  Rashed Abdel-Tawab   services: Include org.lineageos.platform.internal
014c0673b3d  Adnan Begovic        services: Kick off to LineageSystemServer for external service init.
dca32127d51  Steve Kondik         Add lineage sdk resource APK to Zygote FD whitelist
88415f741db  Adnan Begovic        androidfw: Squash of declare and load lineage sdk resource package w/ id
635c656a34a  Danny Baumann        Allow adjusting progress on touch events.
fcd1c336989  dianlujitao          perf: Add support for HIDL Lineage power HAL
3874e9c876b  d34d                 LockPatternUtils: Make settings getter and setters protected
16c3196e163  Ethan Chen           Check for null callerPackage in getStorageEncryptionStatus
4037370c32b  Adnan Begovic        admin: Restore requireSecureKeyguard interface.
ab92d93aecc  Martin Long          fw/b: Add NotificationGroup class for use by lineage sdk system profiles
project frameworks/native/
b17859e30    liyong               DO NOT MERGE Correct physical orientation
32184c16c    Wang Wen             Correct PowerManager transaction IDs. These transaction IDs must be kept in sync with the method order from IPowerManager.aidl.
ab44e2ae3    Arne Coucheron       SurfaceFlinger: Don't cleanup resources from previous frame
381416d54    Pierre-Hugues Husson surfaceflinger: Add support for extension lib
ff2caa175    dianlujitao          sf: Exclude VDS use of HWC on non-UM platforms
23776d741    Ramakant Singh       sf: Fix virtual display related issues.
1794f2fc6    nadlabak             Forward port 'Swap volume buttons' (2/3)
c7ad867ea    Corinna Vinschen     InputDispatcher: On keypress, deliver keycode to pokeUserActivity
b4b820593    Corinna Vinschen     PowerManager.h: Define USER_ACTIVITY_FLAG values
8bf8bf527    Kevin F. Haggerty    libui: Allow extension of valid gralloc 1.0 buffer usage bits
16aef7c2d    Vinay Verma          Add vendor version for libgui
3df791663    Yurii Zubrytskyi     [cleanup] Fix a clang-tidy warning
77fb8a9ff    Luca Stefani         SurfaceFlingerProperties: Use proper prop scope
ee89b02d7    Luca Stefani         SurfaceFlingerProperties: Use proper prop scope
project frameworks/opt/net/wifi/
e6611b384    Stefan Assmann       resurrect mWifiLinkLayerStatsSupported counter
cf6fa5668    Jan Altensen         wifi_hal: add slsi wifi hal support
project frameworks/opt/telephony/
a69a76fea    Arne Coucheron       Telephony: Add option for using regular poll state for airplane mode
1c2c0c380    Arne Coucheron       2G wants proper signal strength too
9263b7288    Bruno Martins        Avoid SubscriptionManager#getUriForSubscriptionId calls with invalid subIds
2d14a23c9    Bruno Martins        Remove setIsoCountryProperty method along with partially dead code
b29ba2062    Bruno Martins        telephony: Squashed support for simactivation feature
aa4c7f1c5    rongmei.li           Failed to show hold call when user click swap and merge simultaneously
ce2f337a8    Yujing Gu            Truncate baseband version string to 45 characters at most
project frameworks/opt/timezonepicker/
05af715      LuK1337              Restore time_zone_item ripple effect
dee8f19      Gitsaibot            Change ItemBackground for Black Theme
project hardware/broadcom/libbt/
ec39e72      Nagarjuna Kristam    correct WBS config VSC params
bc15025      z3DD3r               libbt: configure audio codec right after firmware
b5ed425      Steve Kondik         libbt: Add support for using two stop bits
78e3ee3      Steve Kondik         libbt: Add btlock support
88e8c8c      Steve Kondik         libbt: Add prepatch support
project hardware/interfaces/
434a7c285    Rashed Abdel-Tawab   camera: Only link and use vendor.qti.hardware.camera.device if specified
0c6c40703    Sauhard Pande        Camed HAL extension: Added support in HIDL for Extended FD.
91aa7cc67    Shivaprasad Hongal   keymasterV4_0: Tags support for FBE wrapped key.
project hardware/libhardware/
90e3ce20     Arun Kumar K.R       hardware/libhw: Add display_defs.h to declare custom enums/flags
f3ad567a     Dileep Marchya       libhardware: Add new display types.
15352760     Ethan Chen           audio: Add audio amplifier HAL
project hardware/libhardware_legacy/
bcaaf65      Purushottam Kushwaha Add wifi_add_or_remove_virtual_intf() to the legacy wifi hal
project hardware/nxp/nfc/
512adbd      Rashed Abdel-Tawab   nfc: Restore pn548 support to 1.1 HAL
project hardware/qcom/audio/
3e48b40      Arne Coucheron       audio: Add audio headers lib
9b9a6ac      Chirayu Desai        Revert "msm8x74: remove from top level makefile"
6949a78      D. Andrei Măceș      audio: Make CVD version retrieval nonfatal with ACDB v1
7a1f94f      razorloves           audio: Use generated kernel headers
project hardware/qcom/data/ipacfg-mgr/
d9334ba      Bruno Martins        ipacfg-mgr: Use generated kernel headers
9d85206      arnav_s              Kernel Header Changes
project hardware/qcom/display/
b7b9f3e9     Arne Coucheron       msm8084: Add display headers lib
7c8b1397     Erik Wolsheimer      Make hwc_vsync thread realtime
65a13b51     Elektroschmock       msm8084: Deprecate usage of cutils/log.h
841667cb     Artem Borisov        msm8960/8974/8084: Include string.h where it is necessary
5a34d51f     Arne Coucheron       msm8960/8974: hwc: Iterate through numDisplays in reset function
bdbd7f25     Amara Venkata Mastan Manoj Kumar msm8960/8974: hwc: Refactor of allowing virtual displays to HWC
9c033ffa     Valerie Hau          msm8974: Modify gralloc0 implementation
076462ab     Alessandro Astone    display: inform compilers of deliberate switch fallthrough
83ed3dc7     Chih-Hung Hsieh      display: msm8974: Add -Wno-error to compile with global -Werror.
58a3553c     Arne Coucheron       display: msm8974: Use generated kernel headers
866a0f55     Christopher Wiley    msm8974: libexternal should depend on libmedia
9ce4672e     Steve Pfetsch        msm8974: libgralloc: Fix adding offset to the mapped base address
fecf7c22     Alex Naidis          msm8974: hwcomposer: Fix regression in hwc_sync
7eb178a0     Jiyong Park          msm8974: Move QCOM HALs to vendor partition
07a23c48     Naseer Ahmen         msm8960: copybit: Fix type conversion error for GCC 4.7
f8f6aaa5     Giulio Cervera       display: add TARGET_PROVIDES_LIBLIGHT
f9be55ce     Chirayu Desai        Revert "msm8974: deprecate msm8974"
52897eb0     Steven Moreland      Make memtrack build with the VNDK.
ebbe161e     Dan Albert           Add missing includes.
3b61fab6     Ruchi Kandoi         libmemtrack: Add open method for msm8084.memtrack
c7ca3605     Tim Kryger           hwcomposer: Work around overzealous fortify checks
bbbf159d     Arne Coucheron       msm8084: Use generated kernel headers
bd65fa21     Elektroschmock       msm8084: display: Don't use gnu-oldstyle field designators
af937694     gabrielgagz          msm8084: Add additional build flags to avoid errors
2e4e04ab     Alexey Polyudov      msm8084: Use libhwui.so instead of libskia.so
83acd624     Dan Albert           msm8084: Include what we use.
8ae7c297     Steve Kondik         hwc: msm8084: Set ioprio for vsync thread
2fd429cb     Ethan Chen           msm8996: gralloc1: Allow sign conversion errors for kernel headers
project hardware/qcom/gps/
9bd070f      Elektroschmock       msm8084: Silence build warnings
159f240      Elektroschmock       msm8084: Remove obsolete BUILD_TINY_ANDROID check
eedfcce      Ying Wang            msm8084: Cleanup obsolete LOCAL_PRELINK_MODULE
6bcd73b      Dante Russo          msm8084: Removing header copying to out folder
db07d0e      jlask                gps: Correct week rollover timestamps
975c6c4      Katz Yamada          gps: Fix for buffer overrun crash at copying nmea string
571805e      Arne Coucheron       gps: msm8960: Fix compiler warnings
32b3068      Dante Russo          msm8960: Return the correct length of nmea sentence
6743135      Diego Wilson         gps: msm8960: Move device dependent modules to /vendor
361bb7b      Ying Wang            gps: msm8960: Cleanup obsolete LOCAL_PRELINK_MODULE
e32f328      Dante Russo          msm8960: Default apn ip type to ipv4
e2764a2      Dante Russo          msm8960: Add support for IPV6 in AGPS Interface
df74739      Dante Russo          msm8084: Return the correct length of nmea sentence
61e7709      Katz Yamada          msm8084: gps: Fix for buffer overrun crash at copying nmea string
b98fe34      Katz Yamada          msm8084: gps: Fix for buffer overrun crash at copying nmea string
0f8cf71      Suren Baghdasaryan   gps: Add libprocessgroup dependency to set_sched_policy users
8685b07      Hema Iyer Sankaranarayanan msm8084: Handle race condition in HAL post SSR
635aa37      Kevin Tang           msm8084: Memory management fixes
3fff53f      Tushar Janefalkar    msm8084: Add new event mask for timezone
d2b147d      Dante Russo          msm8084: Remove reporting gps status from loc eng layer
0dff100      Jiafei Wen           msm8084: Remove Redundant Log
dd596d1      Kevin Tang           msm8084: LocTimer repeated expiration
e8ced5c      Neethu Joseph        msm8084: MsgTask thread must call associator function always
5dd9cca      Kevin Tang           msm8084: Adding a number of utilities
d963c73      Kevin Tang           msm8084: gps.conf parameters are in sap.conf table
f61483c      Jiafei Wen           msm8084: Adding Mutex for Creating Context
07c4f40      Qiang Chen           msm8084: Removed unused code and unnecessary notice files
b344df7      sudarsanarao makupalli msm8084: Avoiding race conditions during the pallellized builds in Android system
64ddab7      Chih-Hung Hsieh      msm8974: Add -Wno-error to compile with global -Werror.
7a94733      Dante Russo          msm8974: Return the correct length of nmea sentence
92b1f1e      Jiyong Park          msm8974: Don't rely on transitively included headers
106587c      Dante Russo          msm8974: Fix logging level and remove nmea log
24fab77      Dan Willemsen        msm8974: Fix duplicate gps.conf for hammerhead
6328367      Diego Wilson         msm8974: Move device dependent modules to /vendor
3d009ea      Ying Wang            msm8974: Cleanup obsolete LOCAL_PRELINK_MODULE
e2b2a0b      Dante Russo          msm8974: Default apn ip type to ipv4
fb735fb      Dimitry Ivanov       msm8974: Add missing liblog dependency
616adc9      Chirayu Desai        Revert "msm8974: remove from top level makefile"
55896f7      Chirayu Desai        Revert "msm8974: deprecate msm8974"
project hardware/qcom/media/
4c1c087      Elektroschmock       msm8974: Fix build warning
a34298a      Arne Coucheron       msm8974: media: Add media headers lib
b37dc12      Abdulla Anam         msm8974: mm-video-v4l2: vdec: Remove DivxDrm Decrypt support
0e5e45e      Arne Coucheron       msm8974: media: Include display headers
f1c2ddb      Lalit Kansara        Fix build error
2ff3e34      Elektroschmock       media: Fix build warnings
35e6621      Elektroschmock       media: inform compilers of deliberate switch fallthrough
76b0c8c      Alessandro Astone    media: drop byte typedef
60488c3      Rashed Abdel-Tawab   media: vdec: Include nativebase headers
b06dbd5      Deepak Verma         mm-video: venc: Correct a typo in variable name
81fecb9      Chirayu Desai        Revert "msm8974: remove from top level makefile"
99fb95c      razorloves           media: Use generated kernel headers
project hardware/qcom/sdm845/display/
39287d79     LuK1337              Add C2D_COLOR_FORMAT_420_TP10 to C2D_YUV_FORMAT
cd863650     razorloves           display: Fix path to vendor/qcom/opensource
project hardware/ril/
f958793      Danny Baumann        Make RIL command headers overlayable by devices.
51d4358      Ruthwar Ambeer       FR51015: Tuning of Binder buffer for rild.
21ae3dc      faust93              libril: Fix manual network selection with old modem
a6d44aa      Adrian DC            libril: Restore support for RIL v6, v8 and v9 stacks
572c16a      Paul Keith           libril: Bounds check s_commands
386a7ab      Tom Giordano         libril: allow board to provide libril
project kernel/oneplus/msm8998/
a1a42a6570a1 neobuddy89           kernel: Fix Oneplus poor coding standard
edf696ae80a8 Eric Biggers         security: pfk: fix build when ecryptfs is disabled
f819ca6d6c9d Peter Cai            drivers: qcacld: reverse fw-provided mac addr
d0099061c160 Park Ju Hyung        qcacld: initialize variables to avoid errors during compilation
1df60c7be193 Park Ju Hyung        qcacld: nuke Kconfig-based configuration entirely
6d5329b0abc8 Pranav Vashi         staging: Add qcacld to Kconfig and Makefile
b80dbed7c593 Timi                 Merge tag 'LA.UM.8.4.r1-06200-8x98.0' of https://source.codeaurora.org/quic/la/platform/vendor/qcom-opensource/wlan/fw-api into HEAD
16bca3ff33e7 Timi                 Merge tag 'LA.UM.8.4.r1-06200-8x98.0' of https://source.codeaurora.org/quic/la/platform/vendor/qcom-opensource/wlan/qca-wifi-host-cmn into HEAD
74c32445e007 Timi                 Merge tag 'LA.UM.8.4.r1-06200-8x98.0' of https://source.codeaurora.org/quic/la/platform/vendor/qcom-opensource/wlan/qcacld-3.0 into HEAD
71fae6fdc417 Pranav Vashi         nl80211: remove enum ieee80211_band
af7f4ca288a6 Prasad Sodagudi      Makefile: Use cc-option to disable Qualcomm defined features
c062630c9d1c Pranav Vashi         Revert "msm: camera: reset atomic variable"
ba05d264be6c Pranav Vashi         Revert "mm-camera2:isp2: Notify dual cam drop"
239165621aa6 LuK1337              Revert "msm: kgsl: Mark the scratch buffer as privileged"
50c1a7de6480 Timi                 Merge tag 'LA.UM.8.4.r1-06200-8x98.0' into HEAD
322d75c8b3af Timi                 Merge tag 'LA.UM.8.4.r1-06000-8x98.0' into HEAD
ecb78273fe34 Timi                 Merge tag 'LA.UM.8.4.r1-05900-8x98.0' into HEAD
7886c8de5f4d Timi                 Merge tag 'LA.UM.8.4.r1-05800-8x98.0' into HEAD
c581ddf73c86 Timi                 Merge tag 'LA.UM.8.4.r1-05700-8x98.0' into HEAD
71cc692d3674 Timi                 Merge tag 'LA.UM.8.4.r1-05500-8x98.0' into HEAD
559b29d9a0b9 Timi                 Merge tag 'LA.UM.8.4.r1-05400-8x98.0' into HEAD
a86b934c26f5 Timi                 Merge tag 'LA.UM.8.4.r1-05300-8x98.0' into HEAD
d7acc7ad6666 Georg Veichtlbauer   oneplus5: enable lz4 compression
635096e1641e Georg Veichtlbauer   oneplus5: don't restrict kswapd's cpu affinity
90f8187d05a8 Georg Veichtlbauer   oneplus5: remove ecryptfs
92e581b388f3 Georg Veichtlbauer   oneplus5: remove idle gov ladder
accdacc24622 Georg Veichtlbauer   oneplus5: disable coresight
c90b730d65d5 Georg Veichtlbauer   oneplus5: disable ext2/ext3
955359a5cdc4 Georg Veichtlbauer   oneplus5: disable remote debug interface
6bdb20a6dd8f Georg Veichtlbauer   oneplus5: increase jiffy to 30ms
0d1b562808c1 Georg Veichtlbauer   oneplus5: remove some debugging options
229a538b7f2d Georg Veichtlbauer   oneplus5: defconfig-ify kernel config
6539c261d6ae Kees Cook            FROMLIST: Revert "pstore: Honor dmesg_restrict sysctl on dmesg dumps"
cec4c36515ef Kees Cook            FROMLIST: pstore: Make default pstorefs root dir perms 0750
a0394fa6a847 Patrick Tjin         oneplus5: clean up configs
48a95ce9bd17 Timi                 oneplus5: enable CONFIG_COMPAT_VDSO
3ee069580b99 Timi                 oneplus5: enable some USB adapters
31adeb1b1d27 Timi                 oneplus5: disable unsupported NFC drivers
a5645b83ba36 Timi                 oneplus5: disable CONFIG_IOSCHED_TEST
9d36a6b54006 Martijn Coenen       oneplus5: Set CONFIG_BLK_DEV_LOOP_MIN_COUNT to 16.
0f2c44ecf94f codeworkx            oneplus5: leds: enable rgb sync
1ac7ec28648e Pranav Vashi         oneplus5: Do not enable verity
313ed6d6226c Wei Wang             oneplus5: set default readahead to 2048KB
7fb4e422eed3 codeworkx            oneplus5: build qcacld 3.0
7bd1513ef336 Thierry Strudel      oneplus5: remove various debug configs
df6b60f46cac Demon Singur         oneplus5: remove remaining unused configs
753ecfb7a4f2 Adrian Salido        oneplus5: disable mdss xlog debug
88678f2e2b7a John Dias            oneplus5: disable SCHED_AUTOGROUP
edc141f15704 Sultan Alsawaf       oneplus5: disable cgroup debugging
ea0fd6b9a2c6 Patrick Tjin         oneplus5: enable various HID drivers
5b569a537f07 joshuous             oneplus5: enable JUMP_LABEL
42d010fa1ffd Demon Singur         oneplus5: disable suspend sync
59e538a35bfd Demon Singur         oneplus5: enable power efficient wq
a95e5edd73b1 Timi                 oneplus5: enable BFQ by default
df2c99852230 codeworkx            oneplus5: add initial defconfig
c9e47b93b6d5 Yaroslav Furman      ASoC: msm: qdsp6v2: Make version checking no-op
d2b2279f34ac Peter Collingbourne  FROMLIST: arm64: Build vDSO with -ffixed-x18
2f5f91215701 Mark Salyzyn         ANDROID: clock_gettime(CLOCK_BOOTTIME,) slows down >20x
869796aa2ec0 Nathan Chancellor    FROMLIST: arm64: vdso32: Use full path to Clang instead of relying on PATH
b294459a62dc Mark Salyzyn         ANDROID: arm64: vdso32: fix CC=clang build
9fd5ed0174c3 Mark Salyzyn         ANDROID: CROSS_COMPILE_ARM32 must work if CONFIG_COMPAT_VDSO
bddc80515a03 Kevin Brodsky        FROMLIST: BACKPORT: [PATCH 6/6] arm64: Wire up and expose the new compat vDSO
c146ee18cfbe Kevin Brodsky        FROMLIST: BACKPORT: [PATCH 5/6] arm64: compat: 32-bit vDSO setup
4768d1d1e00b Kevin Brodsky        FROMLIST: [PATCH 4/6] arm64: compat: Add a 32-bit vDSO
e46e58bb4f00 Kevin Brodsky        FROMLIST: [PATCH 3/6] arm64: Refactor vDSO init/setup
427912137baa Kevin Brodsky        FROMLIST: [PATCH 2/6] arm64: elf: Set AT_SYSINFO_EHDR in compat processes
7c95d0b9d32e Kevin Brodsky        FROMLIST: [PATCH 1/6] arm64: compat: Use vDSO sigreturn trampolines if available
b0bef5c9d672 Mark Salyzyn         FROMLIST: lib: vdso: add support for time
5ff648b00a90 Kevin Brodsky        FROMLIST: [PATCH] arm64: compat: Expose offset to registers in sigframes
9466e77941f5 Mark Salyzyn         FROMLIST: [PATCH v5 12/12] lib: vdso: do not expose gettimeofday, if no arch supported timer
1f0e5b29fbde Mark Salyzyn         FROMLIST: [PATCH v5 11/12] lib: vdso: Add support for CLOCK_BOOTTIME
268e40871cb8 Mark Salyzyn         FROMLIST: [PATCH v5 10/12] arm64: vdso: replace gettimeofday.S with global vgettimeofday.C
f36a8fdef775 Mark Salyzyn         FROMLIST: [PATCH v5 09/12] arm: vdso: move vgettimeofday.c to lib/vdso/
3fa6f53bbfca Mark Salyzyn         FROMLIST: [PATCH v5 08/12] arm: vdso: Add ARCH_CLOCK_FIXED_MASK
81eb9446dbe6 Mark Salyzyn         FROMLIST: [PATCH v5 07/12] arm: vdso: disable profiling
8be89390b9c1 Mark Salyzyn         FROMLIST: [PATCH v5 06/12] arm: vdso: add support for clock_getres
6a7e5f04109d Mark Salyzyn         FROMLIST: [PATCH v6 05/12] arm: vdso: Add support for CLOCK_MONOTONIC_RAW
b7defb8b65db Mark Salyzyn         FROMLIST: [PATCH v5 04/12] arm: vdso: do calculations outside reader loops
05800217984d Mark Salyzyn         FROMLIST: [PATCH v5 03/12] arm: vdso: inline assembler operations to compiler.h
c416dca2f7ab Mark Salyzyn         FROMLIST: [PATCH v5 02/12] arm: vdso: add include file defining __get_datapage()
ec975613901c Mark Salyzyn         FROMLIST: [PATCH v5 01/12] arm: vdso: rename vdso_datapage variables
e958860edc37 Kevin Brodsky        FROMLIST: [PATCH v2 3/3] arm64: compat: Add CONFIG_KUSER_HELPERS
3031c6e3346a Kevin Brodsky        FROMLIST: [PATCH v2 2/3] arm64: compat: Split the sigreturn trampolines and kuser helpers (assembler sources)
4100e9c13fe3 Kevin Brodsky        FROMLIST: [PATCH v2 1/3] arm64: compat: Split the sigreturn trampolines and kuser helpers (C sources)
2993215881ed Park Ju Hyung        msm_thermal: initialize later than arch drivers
b0b1a7c88e46 Wei Wang             do not call trace_printk on non-debug build
24f540e53788 Thierry Strudel      remove calls to trace_printk
c6816da1edd2 Sultanxda            devfreq: Don't force compilation of userspace governor
f069aabdb332 Jean Delvare         cpuidle: Don't enable all governors by default
0c92ade92af2 Wei Wang             ANDROID: mm: add config for default readahead size
0511684af730 Siqi Lin             ANDROID: pstore: Use vmalloc for large allocations due to ramoops size
f6ead442c6e0 Bulbul Dabi          serial: msm_serial_hs: Protect spurious irqs after wakeup irq enablement
ab2c29ced2e8 Michael Bestas       thermal: tsens: Disable tsens_poll_check for msm8998
c8d9a8b4771f Park Ju Hyung        trace: add CONFIG_DISABLE_TRACE_PRINTK option
727506719739 Michael Bestas       slimbus: Add missing brackets in slim_change_existing_chans
58a7624d7eb8 Michael Bestas       ASoC: msm-cpe: Fix msm_cpe_lsm_ioctl_compat error handling
1d57cd83df7f Michael Bestas       PM / devfreq: bw_hwmon: Add missing mutex unlock
c3e9d54e8554 Sultanxda            cpu: Silence log spam when a CPU is brought up
9c5a2be27ce3 Johannes Berg        BACKPORT: cfg80211: remove enum ieee80211_band
952615ff9e75 Pranav Vashi         scsi: Fix size arguement clang error
6c1e3413c547 Nathan Chancellor    codecs: tfa9891: Hide self assign Clang warnings
622883218e0d Pranav Vashi         project_info: Fix size arguement clang error
91e3fcaa6f58 Nathan Chancellor    soc: qcom: qpnp-haptic_oem: Fix self assign Clang warnings
67596caeab93 Nathan Chancellor    nfc: pn5xx: Fix enum-conversion warnings
b7c66a649d93 Nathan Chancellor    net: lan78xx: Avoid unnecessary self assignment
d1ddad470e5f Nathan Chancellor    touchscreen: fw_update_v7: Fix constant logical operand warning
8639317ce80e Nathan Chancellor    project_info: Fix a section warning
d091090f1fb5 Jean-Baptiste Théou  ASoC: codecs: tfa9891: add error translation routine
67415f9e888a Pavankumar Kondeti   core_ctl: Consider high irq loaded CPU as busy
55a7982cc147 Sultan Alsawaf       treewide: Fix code issues detected using GCC 8.2.0
4931c48c1701 Pranav Vashi         drivers: Fix up disabling CONFIG_OEM_FORCE_DUMP
107ee5d9954e Dan Pasanen          power: don't ever reboot to verity red
8d29a4a7b30b Michael Bestas       power: reset: Move in_panic handling out of dload mode
072ab74ad378 Paolo Valente        block: cgroups, kconfig, build bits for BFQ-v7r11-4.4.0
162c96af397d Daniel Micay         add toggle for disabling newly added USB devices
e152af9ed32e Alex Naidis          binder: Disable debug mask
d4c52296a0c9 Corey Tabaka         ANDROID: binder: Switch binder_deferred_lock to a spinlock.
82f8d63ab78d kote                 Improve binder stability
fe6c02e1c536 Sultan Alsawaf       staging: sync: Don't copy fence names by default
